title,movieId,tag,genres,year,combined
Office Romance (1977),133712,russian romantic_comedy russia,comedy romance,1977,russian romantic_comedy russia comedy romance
Carol (2015),133645,romance women loneliness love_story golden_palm relationships interracial_romance intimate cinematography,drama romance,2015,romance women loneliness love_story golden_palm relationships interracial_romance intimate cinematography drama romance
Just Before I Go (2014),133545,suicide depression,comedy drama,2014,suicide depression comedy drama
Pitch Perfect 2 (2015),133419,music sequel musical sequels musicians,comedy,2015,music sequel musical sequels musicians comedy
Piku (2015),133389,father_daughter_relationship melancholic bollywood family_drama,comedy drama,2015,father_daughter_relationship melancholic bollywood family_drama comedy drama
Infini (2015),133377,claustrophobic alien teleportation space_travel first_contact space aliens mars science science_fiction sci_fi scifi futuristic technology low_budget,horror sci_fi thriller,2015,claustrophobic alien teleportation space_travel first_contact space aliens mars science science_fiction sci_fi scifi futuristic technology low_budget horror sci_fi thriller
The Seven Five (2014),133357,betrayal surveillance powerful_ending greed gangsters violence gangster police_corruption gangs mentor police new_york suspense drugs documentary crime corruption,documentary,2014,betrayal surveillance powerful_ending greed gangsters violence gangster police_corruption gangs mentor police new_york suspense drugs documentary crime corruption documentary
Ricki and the Flash (2015),133281,family family_drama rock_and_roll music relationships dysfunctional_family musicians,comedy drama,2015,family family_drama rock_and_roll music relationships dysfunctional_family musicians comedy drama
Tinker Bell and the Great Fairy Rescue (2010),133219,fairy_tales fantasy_world magic fairy_tale,adventure animation children fantasy,2010,fairy_tales fantasy_world magic fairy_tale adventure animation children fantasy
Doug Stanhope: Beer Hall Putsch (2013),133205,stand_up_comedy,comedy,2013,stand_up_comedy comedy
Hitman: Agent 47 (2015),133195,based_on_a_video_game assassin adapted_from:game video_game_adaptation hitman action fight_scenes video_game good_action,action crime thriller,2015,based_on_a_video_game assassin adapted_from:game video_game_adaptation hitman action fight_scenes video_game good_action action crime thriller
The Bélier Family (2014),133185,parenthood family_drama,comedy,2014,parenthood family_drama comedy
Barbie as Rapunzel (2002),133167,girlie_movie fairy_tale,animation children,2002,girlie_movie fairy_tale animation children
Barbie in the 12 Dancing Princesses (2006),133139,dancing girlie_movie dance ballet,animation children,2006,dancing girlie_movie dance ballet animation children
Barbie of Swan Lake (2003),133127,animation ballet,animation children,2003,animation ballet animation children
Barbie as The Princess & the Pauper (2004),133123,talking_animals animation computer_animation girlie_movie musical,animation children comedy,2004,talking_animals animation computer_animation girlie_movie musical animation children comedy
The Spy Who Loved Flowers (1966),133001,assassin 007 assassination secret_service spying spy espionage 007_(series) secrets spies,adventure,1966,assassin 007 assassination secret_service spying spy espionage 007_(series) secrets spies adventure
Wrong Turn 6: Last Resort (2014),132997,splatter franchise nudity violence nudity_(topless),horror,2014,splatter franchise nudity violence nudity_(topless) horror
No Tears for the Dead (2014),132991,assassin thriller bollywood gangsters hitman violent action gunfight suspense stylish melancholic brutality fight_scenes crime corruption hit_men good_action,action thriller,2014,assassin thriller bollywood gangsters hitman violent action gunfight suspense stylish melancholic brutality fight_scenes crime corruption hit_men good_action action thriller
Appropriate Behaviour (2014),132965,transgender indie coming_of_age loneliness melancholic relationships queer independent_film lesbian,comedy drama romance,2014,transgender indie coming_of_age loneliness melancholic relationships queer independent_film lesbian comedy drama romance
Far from the Madding Crowd (2015),132961,based_on_a_book literary_adaptation period_piece romantic costume_drama love,drama,2015,based_on_a_book literary_adaptation period_piece romantic costume_drama love drama
Comedy Central Roast of James Franco (2013),132888,stand_up_comedy comedy funny very_funny,comedy,2013,stand_up_comedy comedy funny very_funny comedy
Testament of Youth (2014),132883,best_war_films based_on_a_book based_on_book england war war_movie wartime world_war_i,drama war,2014,best_war_films based_on_a_book based_on_book england war war_movie wartime world_war_i drama war
Welcome to Me (2014),132800,dark_humor weird mental_illness quirky,comedy drama,2014,dark_humor weird mental_illness quirky comedy drama
Regression (2015),132798,twist_ending mystery psychology investigation psychological suspense police_investigation detective plot_twist surprise_ending sexual_abuse emma_watson paranoia,thriller,2015,twist_ending mystery psychology investigation psychological suspense police_investigation detective plot_twist surprise_ending sexual_abuse emma_watson paranoia thriller
San Andreas (2015),132796,natural_disaster so_bad_it's_funny catastrophe big_budget action san_francisco california special_effects disaster bad_cgi los_angeles,action drama thriller,2015,natural_disaster so_bad_it's_funny catastrophe big_budget action san_francisco california special_effects disaster bad_cgi los_angeles action drama thriller
Man Up (2015),132660,feel_good romance british_comedy british romantic relationships comedy romantic_comedy london,comedy romance,2015,feel_good romance british_comedy british romantic relationships comedy romantic_comedy london comedy romance
Mother's Day (2010),132652,hostage remake horror brutal violent tense suspense brutality bloody violence original,crime drama horror thriller,2010,hostage remake horror brutal violent tense suspense brutality bloody violence original crime drama horror thriller
Pokémon: Mewtwo Returns (2000),132650,fighting anime franchise,animation children,2000,fighting anime franchise animation children
The Pirate Fairy (2014),132632,peter_pan fairy_tale animation pirates girlie_movie friendship,animation children fantasy,2014,peter_pan fairy_tale animation pirates girlie_movie friendship animation children fantasy
Tinker Bell and the Legend of the NeverBeast (2014),132630,animals franchise fairy_tale animation disney friendship,adventure animation children,2014,animals franchise fairy_tale animation disney friendship adventure animation children
The Even Stevens Movie (2003),132584,bollywood family based_on_a_tv_show kids_and_family disney reality_tv,children comedy,2003,bollywood family based_on_a_tv_show kids_and_family disney reality_tv children comedy
Comedy Central Roast of Justin Bieber (2015),132569,stand_up_comedy funny,comedy,2015,stand_up_comedy funny comedy
Winning Time: Reggie Miller vs. The New York Knicks (2010),132555,intense great_movie mentor great_acting fun_movie affectionate tense documentary oscar_(best_actress) corruption oscar_(best_directing) heartbreaking sports,documentary,2010,intense great_movie mentor great_acting fun_movie affectionate tense documentary oscar_(best_actress) corruption oscar_(best_directing) heartbreaking sports documentary
Grandma (2015),132549,women california relationships abortion lesbian road_trip,no_genres_listed,2015,women california relationships abortion lesbian road_trip no_genres_listed
Danny Collins (2015),132496,feel_good new_jersey drama mentor redemption touching feel_good_movie father_son_relationship dramatic life,comedy drama,2015,feel_good new_jersey drama mentor redemption touching feel_good_movie father_son_relationship dramatic life comedy drama
The Age of Adaline (2015),132480,immortality destiny romance san_francisco love_story romantic relationships love,drama fantasy romance,2015,immortality destiny romance san_francisco love_story romantic relationships love drama fantasy romance
Lage Raho Munna Bhai (2006),132456,bollywood india,comedy drama romance,2006,bollywood india comedy drama romance
Atari: Game Over (2014),132446,interesting video_game_adaptation us_history video_game documentary video_games original history,documentary,2014,interesting video_game_adaptation us_history video_game documentary video_games original history documentary
